Id,Course_Id,Course_Name,Sentiment,Review_Text,Instructor_Name,Difficulty_Level,Workload,Course_Year
1544,SE,Software Engineering,neutral,This Software Engineering course was decent.,Mr. Shishirendu Jha,Moderate,High,2023
1545,CS,Computer Science,positive,This Computer Science course was informative.,Ms. Monika P,Difficult,Medium,2024
1546,SE,Software Engineering,positive,This Software Engineering course was interesting.,Mr. Kunal Taneja,Difficult,High,2023
1547,EC,Economics,negative,This Economics course was difficult.,Ms. Ruchika Gupta C,Difficult,High,2024
1548,PS,Political Science,neutral,This Political Science course was fair.,Mr. Aditya Kumar,Difficult,Medium,2023
1549,BI,Biology,negative,This Biology course was unclear.,Mr. Abhay Kumar,Difficult,Low,2023
1550,SO,Sociology,positive,This Sociology course was engaging.,Ms. Syed Humera B,Difficult,Low,2023
1551,CS,Computer Science,negative,This Computer Science course was boring.,Prof. Smith,Easy,Medium,2024
1552,EC,Economics,neutral,This Economics course was average.,Ms. Divya P D,Moderate,Low,2024
1553,BI,Biology,neutral,This Biology course was decent.,Ms. Rashi A,Easy,High,2024
1554,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was decent.,Mr. Davis,Easy,High,2023
1555,ML,Machine Learning,negative,This Machine Learning course was disappointing.,Prof. Smith,Easy,Medium,2024
1556,BI,Biology,positive,This Biology course was great.,Dr. Jones,Moderate,High,2023
1557,DS,Data Science,positive,This Data Science course was interesting.,Prof. Johnson,Easy,Low,2024
1558,BI,Biology,neutral,This Biology course was decent.,Ms. Mukul S,Moderate,High,2024
1559,ML,Machine Learning,positive,This Machine Learning course was great.,Ms. Monika P,Moderate,Medium,2023
1560,EC,Economics,positive,This Economics course was excellent.,Mr. Davis,Easy,Medium,2024
1561,PH,Physics,positive,This Physics course was interesting.,Ms. Dhanya Patil D,Moderate,High,2023
1562,PS,Political Science,positive,This Political Science course was informative.,Ms. Divya P D,Moderate,High,2024
1563,SO,Sociology,neutral,This Sociology course was so-so.,Mr. Mohit Jain,Difficult,Medium,2024
1564,HI,History,negative,This History course was disappointing.,Dr. Jones,Difficult,Medium,2024
1565,PH,Physics,neutral,This Physics course was fair.,Mr. Amitesh Jha,Moderate,Low,2023
1566,PS,Political Science,positive,This Political Science course was excellent.,Dr. Jones,Moderate,Low,2024
1567,PH,Physics,positive,This Physics course was engaging.,Prof. Johnson,Easy,Medium,2023
1568,HI,History,neutral,This History course was so-so.,Ms. Divya P D,Easy,Low,2023
1569,CS,Computer Science,negative,This Computer Science course was unorganized.,Ms. Syed Humera B,Easy,High,2024
1570,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was average.,Mr. Amitesh Jha,Moderate,Medium,2023
1571,BI,Biology,positive,This Biology course was interesting.,Ms. Ruchika Gupta C,Difficult,Low,2023
1572,PS,Political Science,negative,This Political Science course was boring.,Ms. Monika P,Moderate,Medium,2023
1573,AI,Artificial Intelligence,negative,This Artificial Intelligence course was boring.,Ms. Ruchika Gupta C,Easy,Low,2024
1574,DS,Data Science,positive,This Data Science course was excellent.,Ms. Mukul S,Moderate,Low,2023
1575,SO,Sociology,positive,This Sociology course was great.,Ms. Aiman Syed C,Easy,Medium,2023
1576,ML,Machine Learning,positive,This Machine Learning course was excellent.,Ms. Kalyani Jha,Moderate,Medium,2023
1577,DS,Data Science,negative,This Data Science course was boring.,Dr. Jones,Easy,Low,2023
1578,MA,Mathematics,negative,This Mathematics course was boring.,Mr. Shishirendu Jha,Difficult,Low,2023
1579,PS,Psychology,positive,This Psychology course was engaging.,Ms. Mukul S,Moderate,Medium,2024
1580,LI,Literature,neutral,This Literature course was decent.,Mr. Mohit Jain,Easy,Medium,2024
1581,BI,Biology,positive,This Biology course was informative.,Ms. Ruchika Gupta C,Moderate,Medium,2024
1582,LI,Literature,negative,This Literature course was unorganized.,Prof. Smith,Moderate,High,2023
1583,PS,Political Science,negative,This Political Science course was unorganized.,Ms. Aiman Syed C,Difficult,Low,2024
1584,MA,Mathematics,negative,This Mathematics course was difficult.,Ms. Dhanya Patil D,Easy,Low,2024
1585,LI,Literature,positive,This Literature course was great.,Ms. Monika P,Moderate,Medium,2023
1586,SO,Sociology,positive,This Sociology course was excellent.,Ms. Aiman Syed C,Easy,Medium,2024
1587,BI,Biology,negative,This Biology course was difficult.,Ms. Monika P,Easy,High,2024
1588,PH,Physics,positive,This Physics course was engaging.,Ms. Ruchika Gupta C,Difficult,High,2023
1589,CS,Computer Science,neutral,This Computer Science course was average.,Ms. Dhanya Patil D,Moderate,Low,2023
1590,DS,Data Science,negative,This Data Science course was boring.,Ms. Syed Humera B,Easy,Medium,2023
1591,PS,Psychology,negative,This Psychology course was unclear.,Prof. Smith,Moderate,Low,2023
1592,SO,Sociology,positive,This Sociology course was informative.,Ms. Ruchika Gupta C,Moderate,Medium,2023
1593,MA,Mathematics,positive,This Mathematics course was engaging.,Ms. Brown,Moderate,High,2023
1594,AI,Artificial Intelligence,negative,This Artificial Intelligence course was boring.,Mr. Kunal Taneja,Easy,Medium,2024
1595,SO,Sociology,negative,This Sociology course was difficult.,Mr. Davis,Moderate,Medium,2024
1596,SE,Software Engineering,neutral,This Software Engineering course was average.,Ms. Rashi A,Moderate,High,2023
1597,MA,Mathematics,neutral,This Mathematics course was average.,Prof. Johnson,Moderate,Medium,2024
1598,ML,Machine Learning,negative,This Machine Learning course was disappointing.,Ms. Ishu C,Moderate,High,2023
1599,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was so-so.,Prof. Johnson,Moderate,High,2024
1600,ML,Machine Learning,positive,This Machine Learning course was interesting.,Mr. Abhay Kumar,Easy,Medium,2024
1601,DS,Data Science,neutral,This Data Science course was average.,Mr. Kunal Taneja,Easy,Low,2023
1602,ML,Machine Learning,neutral,This Machine Learning course was okay.,Prof. Smith,Difficult,Medium,2023
1603,BI,Biology,positive,This Biology course was excellent.,Mr. Shishirendu Jha,Moderate,Medium,2023
1604,DS,Data Science,negative,This Data Science course was unorganized.,Ms. Kalyani Jha,Difficult,Low,2023
1605,PS,Psychology,neutral,This Psychology course was fair.,Ms. Brown,Difficult,Low,2024
1606,CS,Computer Science,negative,This Computer Science course was unorganized.,Mr. Mohit Jain,Moderate,High,2023
1607,PH,Physics,neutral,This Physics course was average.,Mr. Abhay Kumar,Easy,Low,2023
1608,PH,Physics,positive,This Physics course was interesting.,Ms. Mukul S,Easy,Low,2024
1609,LI,Literature,positive,This Literature course was informative.,Ms. Kalyani Jha,Easy,Low,2023
1610,PS,Psychology,positive,This Psychology course was engaging.,Mr. Mohit Jain,Easy,Medium,2024
1611,SE,Software Engineering,positive,This Software Engineering course was excellent.,Mr. Kunal Taneja,Moderate,High,2024
1612,ML,Machine Learning,negative,This Machine Learning course was boring.,Ms. Kalyani Jha,Easy,Low,2023
1613,HI,History,negative,This History course was unorganized.,Prof. Johnson,Moderate,Low,2023
1614,EC,Economics,neutral,This Economics course was average.,Ms. Ruchika Gupta C,Difficult,Low,2023
1615,PS,Psychology,positive,This Psychology course was informative.,Mr. Abhay Kumar,Moderate,Low,2023
1616,AI,Artificial Intelligence,negative,This Artificial Intelligence course was disappointing.,Ms. Brown,Moderate,High,2023
1617,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was average.,Ms. Kalyani Jha,Easy,High,2024
1618,LI,Literature,negative,This Literature course was difficult.,Mr. Davis,Moderate,Low,2024
1619,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was average.,Prof. Smith,Difficult,High,2024
1620,MA,Mathematics,neutral,This Mathematics course was so-so.,Ms. Divya P D,Moderate,Medium,2024
1621,MA,Mathematics,positive,This Mathematics course was interesting.,Ms. Divya P D,Difficult,Medium,2024
1622,HI,History,positive,This History course was great.,Ms. Monika P,Easy,High,2024
1623,PS,Political Science,neutral,This Political Science course was decent.,Ms. Rashi A,Moderate,Medium,2024
1624,DS,Data Science,positive,This Data Science course was informative.,Ms. Mukul S,Difficult,Low,2023
1625,PH,Physics,positive,This Physics course was engaging.,Mr. Amitesh Jha,Easy,Medium,2023
1626,CH,Chemistry,negative,This Chemistry course was unclear.,Ms. Rashi A,Difficult,Medium,2023
1627,AI,Artificial Intelligence,negative,This Artificial Intelligence course was disappointing.,Mr. Shishirendu Jha,Easy,Medium,2024
1628,ML,Machine Learning,positive,This Machine Learning course was interesting.,Ms. Aiman Syed C,Difficult,High,2024
1629,PS,Psychology,positive,This Psychology course was great.,Ms. Ruchika Gupta C,Easy,High,2023
1630,AI,Artificial Intelligence,negative,This Artificial Intelligence course was boring.,Ms. Syed Humera B,Easy,Medium,2023
1631,AI,Artificial Intelligence,positive,This Artificial Intelligence course was excellent.,Ms. Syed Humera B,Easy,Medium,2024
1632,HI,History,positive,This History course was informative.,Dr. Jones,Moderate,Medium,2024
1633,AI,Artificial Intelligence,negative,This Artificial Intelligence course was boring.,Ms. Aiman Syed C,Easy,High,2024
1634,CH,Chemistry,neutral,This Chemistry course was average.,Ms. Rashi A,Easy,Medium,2024
1635,LI,Literature,negative,This Literature course was boring.,Ms. Brown,Easy,High,2024
1636,AI,Artificial Intelligence,positive,This Artificial Intelligence course was interesting.,Ms. Rashi A,Difficult,Medium,2024
1637,SO,Sociology,positive,This Sociology course was engaging.,Mr. Kunal Taneja,Difficult,High,2023
1638,AI,Artificial Intelligence,positive,This Artificial Intelligence course was informative.,Ms. Mukul S,Moderate,Medium,2023
1639,CH,Chemistry,negative,This Chemistry course was unorganized.,Mr. Mohit Jain,Moderate,Medium,2024
1640,MA,Mathematics,neutral,This Mathematics course was decent.,Ms. Ruchika Gupta C,Moderate,High,2023
1641,EC,Economics,neutral,This Economics course was average.,Prof. Johnson,Difficult,Medium,2023
1642,SE,Software Engineering,neutral,This Software Engineering course was fair.,Mr. Shishirendu Jha,Moderate,High,2024
1643,PH,Physics,negative,This Physics course was difficult.,Mr. Kunal Taneja,Easy,Low,2023
1644,AI,Artificial Intelligence,positive,This Artificial Intelligence course was engaging.,Dr. Jones,Moderate,Medium,2024
1645,MA,Mathematics,positive,This Mathematics course was interesting.,Ms. Rashi A,Difficult,High,2023
1646,EC,Economics,negative,This Economics course was difficult.,Ms. Dhanya Patil D,Difficult,High,2023
1647,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unclear.,Mr. Mohit Jain,Difficult,Medium,2024
1648,CH,Chemistry,neutral,This Chemistry course was fair.,Ms. Ishu C,Easy,Medium,2024
1649,CS,Computer Science,positive,This Computer Science course was excellent.,Mr. Aditya Kumar,Easy,Low,2023
1650,BI,Biology,negative,This Biology course was boring.,Ms. Monika P,Moderate,Medium,2024
1651,PS,Psychology,negative,This Psychology course was difficult.,Mr. Mohit Jain,Difficult,Low,2024
1652,SO,Sociology,neutral,This Sociology course was decent.,Prof. Smith,Easy,Low,2023
1653,MA,Mathematics,negative,This Mathematics course was boring.,Ms. Kalyani Jha,Moderate,Low,2023
1654,EC,Economics,positive,This Economics course was interesting.,Ms. Brown,Moderate,Medium,2024
1655,CS,Computer Science,positive,This Computer Science course was excellent.,Ms. Divya P D,Easy,High,2023
1656,SO,Sociology,negative,This Sociology course was boring.,Ms. Monika P,Easy,Medium,2023
1657,ML,Machine Learning,negative,This Machine Learning course was difficult.,Dr. Jones,Easy,Medium,2023
1658,SO,Sociology,positive,This Sociology course was informative.,Ms. Brown,Difficult,High,2024
1659,PS,Political Science,negative,This Political Science course was disappointing.,Ms. Monika P,Easy,Medium,2023
1660,EC,Economics,neutral,This Economics course was decent.,Prof. Johnson,Moderate,Low,2023
1661,BI,Biology,negative,This Biology course was unorganized.,Ms. Ruchika Gupta C,Moderate,Low,2024
1662,SO,Sociology,negative,This Sociology course was disappointing.,Dr. Jones,Easy,Medium,2023
1663,HI,History,negative,This History course was difficult.,Ms. Syed Humera B,Difficult,Low,2024
1664,ML,Machine Learning,positive,This Machine Learning course was great.,Mr. Amitesh Jha,Difficult,High,2023
1665,CH,Chemistry,negative,This Chemistry course was unclear.,Ms. Monika P,Easy,Low,2023
1666,HI,History,neutral,This History course was so-so.,Mr. Mohit Jain,Easy,Low,2023
1667,PS,Psychology,neutral,This Psychology course was decent.,Ms. Brown,Difficult,High,2023
1668,LI,Literature,neutral,This Literature course was decent.,Mr. Kunal Taneja,Difficult,Medium,2024
1669,PS,Psychology,positive,This Psychology course was engaging.,Mr. Aditya Kumar,Easy,Medium,2024
1670,MA,Mathematics,negative,This Mathematics course was boring.,Mr. Davis,Moderate,Low,2023
1671,SO,Sociology,positive,This Sociology course was excellent.,Ms. Syed Humera B,Easy,Medium,2023
1672,SE,Software Engineering,positive,This Software Engineering course was interesting.,Ms. Dhanya Patil D,Moderate,Low,2024
1673,CH,Chemistry,positive,This Chemistry course was great.,Ms. Ruchika Gupta C,Easy,High,2024
1674,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was so-so.,Mr. Kunal Taneja,Difficult,Low,2023
1675,PS,Political Science,positive,This Political Science course was informative.,Ms. Ruchika Gupta C,Moderate,Medium,2024
1676,SE,Software Engineering,neutral,This Software Engineering course was fair.,Prof. Smith,Easy,Medium,2024
1677,SO,Sociology,neutral,This Sociology course was fair.,Dr. Jones,Moderate,High,2023
1678,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unorganized.,Ms. Aiman Syed C,Easy,Medium,2023
1679,MA,Mathematics,positive,This Mathematics course was interesting.,Prof. Johnson,Easy,Low,2023
1680,ML,Machine Learning,neutral,This Machine Learning course was so-so.,Mr. Amitesh Jha,Easy,Low,2024
1681,MA,Mathematics,positive,This Mathematics course was engaging.,Mr. Kunal Taneja,Difficult,Low,2023
1682,PS,Political Science,neutral,This Political Science course was so-so.,Prof. Smith,Difficult,Medium,2024
1683,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unorganized.,Dr. Jones,Difficult,Low,2023
1684,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unorganized.,Ms. Dhanya Patil D,Easy,High,2024
1685,PS,Political Science,positive,This Political Science course was interesting.,Ms. Mukul S,Moderate,Low,2023
1686,PS,Psychology,neutral,This Psychology course was fair.,Dr. Jones,Easy,Medium,2024
1687,SO,Sociology,negative,This Sociology course was disappointing.,Ms. Syed Humera B,Moderate,Medium,2024
1688,CS,Computer Science,negative,This Computer Science course was difficult.,Mr. Mohit Jain,Difficult,Low,2023
1689,CH,Chemistry,negative,This Chemistry course was difficult.,Ms. Brown,Moderate,High,2023
1690,PS,Psychology,positive,This Psychology course was great.,Mr. Mohit Jain,Easy,Low,2023
1691,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was decent.,Mr. Davis,Moderate,Low,2023
1692,MA,Mathematics,neutral,This Mathematics course was okay.,Prof. Johnson,Difficult,Low,2024
1693,BI,Biology,neutral,This Biology course was so-so.,Mr. Shishirendu Jha,Easy,High,2023
1694,PS,Political Science,neutral,This Political Science course was decent.,Prof. Smith,Moderate,High,2024
1695,DS,Data Science,positive,This Data Science course was excellent.,Ms. Arpita S C,Easy,Low,2024
1696,CH,Chemistry,neutral,This Chemistry course was decent.,Mr. Abhay Kumar,Moderate,Medium,2024
